score,pubdate,source,title,link
11,2025-07-12-14-34-23 +0000,bbc,"Israeli settlers kill Palestinians in West Bank attack, health ministry says",https://www.bbc.com/news/articles/cm2mknzn99eo
10,2025-07-11-23-36-00 +0000,bbc,Flight from London to Cancun lands in US after fight breaks out on board,https://www.bbc.com/news/articles/c98jqve2q7mo
10,2025-07-12-05-19-04 +0000,bbc,Al Fayed family battle over luxury penthouse with 'leaky roofs and noisy lifts',https://www.bbc.com/news/articles/c0m8pew4331o
10,2025-07-12-00-33-38 +0000,bbc,Med Sea heatwave might feel nice for holiday swimming but there's a catch,https://www.bbc.com/news/articles/c4g2v1l7j6yo
9,2025-07-12-01-03-17 +0000,bbc,Minors among suspected illegal immigrants detained after clash at California farm,https://www.bbc.com/news/articles/cy8kgmgm0r0o
9,2025-07-12-00-39-24 +0000,bbc,North Korea's Benidorm-style resort welcomes first Russian tourists,https://www.bbc.com/news/articles/cwyrk588dlro
9,2025-07-11-22-40-54 +0000,bbc,An Indigenous Australian community is fighting to protect sacred springs from a coal mine,https://www.bbc.com/news/articles/ckglj211x9yo
9,2025-07-11-20-40-22 +0000,nyt,Son of El Chapo Pleads Guilty to Sweeping Drug Charges,https://www.nytimes.com/2025/07/11/us/politics/el-chapo-son-pleads-guilty.html
8,2025-07-12-19-46-50 +0000,bbc,Rapidly growing fire near Grand Canyon prompts evacuations,https://www.bbc.com/news/articles/czjk10wwmkeo
8,2025-07-12-01-07-21 +0000,bbc,A bridge too far? Prague railway project draws criticism,https://www.bbc.com/news/articles/cvg8r0v05p8o
8,2025-07-12-00-40-06 +0000,bbc,Is William Ruto the most disliked president in Kenya's history?,https://www.bbc.com/news/articles/c93kv37qdeno
8,2025-07-11-22-56-21 +0000,nyt,"Maya Ruler’s Tomb Is Unearthed in Belize, With Clues to His Ancient World",https://www.nytimes.com/2025/07/10/world/americas/maya-tomb-caracol-belize.html
8,2025-07-11-21-11-54 +0000,bbc,US court rejects plea deal for '9/11 mastermind' Khalil Sheikh Mohammed,https://www.bbc.com/news/articles/c78nxqqp2leo
7,2025-07-12-19-38-25 +0000,bbc,"Arizona resident dies from plague, health officials say",https://www.bbc.com/news/articles/cz7l8w8881qo
7,2025-07-12-03-00-16 +0000,bbc,Federal judge says voice-over artists' AI lawsuit can move forward,https://www.bbc.com/news/articles/cedgzj8z1wjo
7,2025-07-12-00-07-28 +0000,bbc,The beauty and brutality of life in the shadow of Kashmir killings,https://www.bbc.com/news/articles/cjrll874eg5o
7,2025-07-12-00-01-53 +0000,nyt,Heat Warnings Issued for Parts of Eastern Canada,https://www.nytimes.com/2025/07/11/weather/canada-heat-warnings.html
6,2025-07-12-12-05-10 +0000,bbc,"Man, 25, dies in balcony fall at Malta hotel",https://www.bbc.com/news/articles/cd97vxx8nw4o
6,2025-07-12-10-00-00 +0000,latimes,ICE raids are leaving some L.A. cats and dogs homeless,https://www.latimes.com/environment/story/2025-07-12/ice-raids-deported-los-angeles-cats-and-dogs-left-behind
6,2025-07-12-10-00-09 +0000,nyt,A Beloved Canadian Chocolate Bar Disappears From the Market,https://www.nytimes.com/2025/07/12/world/canada/neilson-jersey-milk-discontinued.html
6,2025-07-12-11-20-48 +0000,bbc,German backpacker found after 11 nights in Australia's outback,https://www.bbc.com/news/articles/c17w87pv5ljo
6,2025-07-12-04-20-41 +0000,bbc,"Gaza ceasefire talks on verge of collapse, Palestinian officials say",https://www.bbc.com/news/articles/cqjq9p87vdvo
6,2025-07-12-00-05-51 +0000,bbc,Faisal Islam: We are heading for significant tax rises,https://www.bbc.com/news/articles/c9dgn647nplo
5,2025-07-11-22-56-32 +0000,bbc,"US has resumed military supplies to Ukraine, Zelensky says",https://www.bbc.com/news/articles/crl04200dp4o
4,2025-07-12-04-01-13 +0000,nyt,"When It’s This Hot, ‘We Are Enduring, Not Living’",https://www.nytimes.com/2025/07/12/world/asia/pakistan-heat.html
4,2025-07-12-01-55-47 +0000,bbc,"More than 1,000 people laid off at US State Department",https://www.bbc.com/news/articles/cy5w7z57rr7o
